gene	biotype
WISP1	protein_coding
WISP1-UT1	sense_intronic
WISP2	protein_coding
WISP3	protein_coding
WIZ	protein_coding
WLS	protein_coding
WNK1	protein_coding
WNK2	protein_coding
WNK3	protein_coding
WNK4	protein_coding
WNT10A	protein_coding
WNT10B	protein_coding
WNT11	protein_coding
WNT16	protein_coding
WNT1	protein_coding
WNT2B	protein_coding
WNT2	protein_coding
WNT3A	protein_coding
WNT3	protein_coding
WNT4	protein_coding
WNT5A-AS1	antisense
WNT5A	protein_coding
WNT5B	protein_coding
WNT6	protein_coding
WNT7A	protein_coding
WNT7B	protein_coding
WNT8A	protein_coding
WNT8B	protein_coding
WNT9A	protein_coding
WNT9B	protein_coding
WRAP53	protein_coding
WRAP73	protein_coding
WRB	protein_coding
WRNIP1	protein_coding
WRN	protein_coding
WSB1	protein_coding
WSB2	protein_coding
WSCD1	protein_coding
WSCD2	protein_coding
WT1-AS	antisense
WT1	protein_coding
WTAPP1	pseudogene
WTAP	protein_coding
WTIP	protein_coding
WWC1	protein_coding
WWC2-AS1	antisense
WWC2-AS2	lincRNA
WWC2	protein_coding
WWC3-AS1	antisense
WWC3	protein_coding
WWOX	protein_coding
WWP1	protein_coding
WWP2	protein_coding
WWTR1-AS1	antisense
WWTR1-IT1	sense_intronic
WWTR1	protein_coding
XAB2	protein_coding
XAF1	protein_coding
XAGE1A	protein_coding
XAGE1B	protein_coding
XAGE1C	protein_coding
XAGE1D	protein_coding
XAGE1E	protein_coding
XAGE2B	protein_coding
XAGE2	protein_coding
XAGE3	protein_coding
XAGE5	protein_coding
XBP1	protein_coding
XCL1	protein_coding
XCL2	protein_coding
XCR1	protein_coding
XDH	protein_coding
XG	protein_coding
XIAP-AS1	antisense
XIAP	protein_coding
XIRP1	protein_coding
XIRP2-AS1	antisense
XIRP2	protein_coding
XIST	lincRNA
XK	protein_coding
XKR3	protein_coding
XKR4	protein_coding
XKR5	processed_transcript
XKR6	protein_coding
XKR7	protein_coding
XKR8	protein_coding
XKR9	protein_coding
XKRX	protein_coding
XPA	protein_coding
XPC	protein_coding
XPNPEP1	protein_coding
XPNPEP2	protein_coding
XPNPEP3	protein_coding
XPO1	protein_coding
XPO4	protein_coding
XPO5	protein_coding
XPO6	protein_coding
XPO7	protein_coding
XPOT	protein_coding
XPR1	protein_coding
XRCC1	protein_coding
XRCC2	protein_coding
XRCC3	protein_coding
XRCC4	protein_coding
XRCC5	protein_coding
XRCC6BP1	protein_coding
XRCC6	protein_coding
XRN1	protein_coding
XRN2	protein_coding
XRRA1	protein_coding
XXbac-B135H6.15	lincRNA
XXbac-B135H6.18	lincRNA
XXbac-B33L19.3	antisense
XXbac-B33L19.4	lincRNA
XXbac-B33L19.6	lincRNA
XXbac-B444P24.13	sense_intronic
XXbac-B444P24.14	lincRNA
XXbac-B444P24.8	antisense
XXbac-B461K10.4	processed_transcript
XXbac-B476C20.13	sense_intronic
XXbac-B476C20.14	sense_intronic
XXbac-B476C20.17	lincRNA
XXbac-B476C20.9	antisense
XXbac-BCX105D18.9	protein_coding
XXbac-BCX196D17.5	processed_transcript
XXbac-BPG116M5.15	processed_transcript
XXbac-BPG118E17.9	processed_transcript
XXbac-BPG13B8.10	processed_transcript
XXbac-BPG154L12.4	antisense
XXbac-BPG157A10.21	processed_transcript
XXbac-BPG170G13.32	lincRNA
XXbac-BPG181B23.4	processed_transcript
XXbac-BPG181B23.7	lincRNA
XXbac-BPG181M17.5	protein_coding
XXbac-BPG181M17.6	antisense
XXbac-BPG248L24.13	lincRNA
XXbac-BPG249D20.9	processed_transcript
XXbac-BPG252P9.10	antisense
XXbac-BPG252P9.9	antisense
XXbac-BPG254F23.6	processed_transcript
XXbac-BPG254F23.7	processed_transcript
XXbac-BPG27H4.8	processed_transcript
XXbac-BPG299F13.14	processed_transcript
XXbac-BPG299F13.17	antisense
XXbac-BPG300A18.13	3prime_overlapping_ncrna
XXbac-BPG308J9.3	processed_transcript
XXbac-BPG308K3.5	processed_transcript
XXbac-BPG308K3.6	processed_transcript
XXbac-BPG32J3.20	protein_coding
XXbac-BPG55C20.7	lincRNA
XXbac-BPGBPG55C20.1	lincRNA
XXbac-BPGBPG55C20.2	lincRNA
XXbac-BPGBPG55C20.3	lincRNA
XX-C2158C12.1	lincRNA
XX-C2158C12.2	lincRNA
XX-C2158C6.1	lincRNA
XX-C2158C6.3	lincRNA
XX-C283C717.1	antisense
XXcos-LUCA11.4	antisense
XXcos-LUCA11.5	protein_coding
XX-CR54.1	lincRNA
XX-CR54.3	lincRNA
XX-DJ76P10__A.2	lincRNA
XX-FW80269A6.1	lincRNA
XX-FW81066F1.2	antisense
XX-FW83128A1.2	antisense
XXyac-YM21GA2.3	antisense
XXyac-YM21GA2.4	lincRNA
XXyac-YM21GA2.6	pseudogene
XXyac-YM21GA2.7	antisense
XXyac-YR29IB3.1	antisense
XXyac-YX155B6.5	lincRNA
XXyac-YX155B6.6	lincRNA
XXyac-YX155B6.7	lincRNA
XXyac-YX60D10.1	antisense
XXyac-YX65C7_A.2	antisense
XXyac-YX65C7_A.3	lincRNA
XXYLT1-AS1	antisense
XXYLT1-AS2	antisense
XXYLT1	protein_coding
XYLB	protein_coding
XYLT1	protein_coding
XYLT2	protein_coding
YAE1D1	protein_coding
YAF2	protein_coding
YAP1	protein_coding
YARS2	protein_coding
YARS	protein_coding
YBEY	protein_coding
YBX1	protein_coding
YBX2	protein_coding
YBX3	protein_coding
YDJC	protein_coding
YEATS2-AS1	antisense
YEATS2	protein_coding
YEATS4	protein_coding
YES1	protein_coding
YIF1A	protein_coding
YIF1B	protein_coding
YIPF1	protein_coding
YIPF2	protein_coding
YIPF3	protein_coding
YIPF4	protein_coding
YIPF5	protein_coding
YIPF6	protein_coding
YIPF7	protein_coding
YJEFN3	protein_coding
YKT6	protein_coding
YLPM1	protein_coding
YME1L1	protein_coding
YOD1	protein_coding
YPEL1	protein_coding
YPEL2	protein_coding
YPEL3	protein_coding
YPEL4	protein_coding
YPEL5	protein_coding
YRDC	protein_coding
Y_RNA	misc_RNA
YTHDC1	protein_coding
YTHDC2	protein_coding
YTHDF1	protein_coding
YTHDF2	protein_coding
YTHDF3-AS1	lincRNA
YTHDF3	protein_coding
YWHAB	protein_coding
YWHAE	protein_coding
YWHAG	protein_coding
YWHAH	protein_coding
YWHAQ	protein_coding
YWHAZ	protein_coding
YY1AP1	protein_coding
YY1	protein_coding
YY2	protein_coding
Z69666.2	antisense
Z69720.2	antisense
Z73964.1	miRNA
Z82214.2	antisense
Z82214.3	antisense
Z83001.1	antisense
Z83307.3	lincRNA
Z83826.1	miRNA
Z83844.1	antisense
Z83851.1	lincRNA
Z83851.3	lincRNA
Z83851.4	lincRNA
Z84488.1	miRNA
Z84812.4	processed_transcript
Z85986.1	miRNA
Z93241.1	miRNA
Z95152.1	miRNA
Z95400.1	miRNA
Z95704.1	miRNA
Z95704.4	pseudogene
Z97053.1	protein_coding
Z97054.1	miRNA
Z97055.1	miRNA
Z97351.1	miRNA
Z97352.1	miRNA
Z97356.1	miRNA
Z97632.1	miRNA
Z97634.3	pseudogene
Z98044.1	miRNA
Z98049.1	protein_coding
Z98949.1	miRNA
Z99756.1	antisense
ZACN	protein_coding
ZADH2	protein_coding
ZAN	polymorphic_pseudogene
ZAP70	protein_coding
ZAR1L	protein_coding
ZAR1	protein_coding
ZBBX	protein_coding
ZBED1	protein_coding
ZBED2	protein_coding
ZBED3-AS1	antisense
ZBED3	protein_coding
ZBED4	protein_coding
ZBED5-AS1	antisense
ZBED5	protein_coding
ZBED6CL	protein_coding
ZBED6	protein_coding
ZBP1	protein_coding
ZBTB10	protein_coding
ZBTB11-AS1	antisense
ZBTB11	protein_coding
ZBTB12	protein_coding
ZBTB14	protein_coding
ZBTB16	protein_coding
ZBTB17	protein_coding
ZBTB18	protein_coding
ZBTB1	protein_coding
ZBTB20-AS1	antisense
ZBTB20-AS2	lincRNA
ZBTB20-AS3	lincRNA
ZBTB20-AS4	lincRNA
ZBTB20	protein_coding
ZBTB21	protein_coding
ZBTB22	protein_coding
ZBTB24	protein_coding
ZBTB25	protein_coding
ZBTB26	protein_coding
ZBTB2	protein_coding
ZBTB32	protein_coding
ZBTB33	protein_coding
ZBTB34	protein_coding
ZBTB37	protein_coding
ZBTB38	protein_coding
ZBTB39	protein_coding
ZBTB3	protein_coding
ZBTB40-IT1	sense_intronic
ZBTB40	protein_coding
ZBTB41	protein_coding
ZBTB42	protein_coding
ZBTB43	protein_coding
ZBTB44	protein_coding
ZBTB45	protein_coding
ZBTB46	protein_coding
ZBTB47	protein_coding
ZBTB48	protein_coding
ZBTB49	protein_coding
ZBTB4	protein_coding
ZBTB5	protein_coding
ZBTB6	protein_coding
ZBTB7A	protein_coding
ZBTB7B	protein_coding
ZBTB7C	protein_coding
ZBTB8A	protein_coding
ZBTB8B	protein_coding
ZBTB8OS	protein_coding
ZBTB9	protein_coding
ZC2HC1A	protein_coding
ZC2HC1B	protein_coding
ZC2HC1C	protein_coding
ZC3H10	protein_coding
ZC3H11A	protein_coding
ZC3H12A	protein_coding
ZC3H12B	protein_coding
ZC3H12C	protein_coding
ZC3H12D	protein_coding
ZC3H13	protein_coding
ZC3H14	protein_coding
ZC3H15	protein_coding
ZC3H18	protein_coding
ZC3H3	protein_coding
ZC3H4	protein_coding
ZC3H6	protein_coding
ZC3H7A	protein_coding
ZC3H7B	protein_coding
ZC3H8	protein_coding
ZC3HAV1L	protein_coding
ZC3HAV1	protein_coding
ZC3HC1	protein_coding
ZC4H2	protein_coding
ZCCHC10	protein_coding
ZCCHC11	protein_coding
ZCCHC12	protein_coding
ZCCHC13	protein_coding
ZCCHC14	protein_coding
ZCCHC16	protein_coding
ZCCHC17	protein_coding
ZCCHC18	protein_coding
ZCCHC24	protein_coding
ZCCHC2	protein_coding
ZCCHC3	protein_coding
ZCCHC4	protein_coding
ZCCHC5	protein_coding
ZCCHC6	protein_coding
ZCCHC7	protein_coding
ZCCHC8	protein_coding
ZCCHC9	protein_coding
ZCRB1	protein_coding
ZCWPW1	protein_coding
ZCWPW2	protein_coding
ZDBF2	protein_coding
ZDHHC11B	protein_coding
ZDHHC11	protein_coding
ZDHHC12	protein_coding
ZDHHC13	protein_coding
ZDHHC14	protein_coding
ZDHHC15	protein_coding
ZDHHC16	protein_coding
ZDHHC17	protein_coding
ZDHHC18	protein_coding
ZDHHC19	protein_coding
ZDHHC1	protein_coding
ZDHHC20-IT1	sense_intronic
ZDHHC20	protein_coding
ZDHHC21	protein_coding
ZDHHC22	protein_coding
ZDHHC23	protein_coding
ZDHHC24	protein_coding
ZDHHC2	protein_coding
ZDHHC3	protein_coding
ZDHHC4	protein_coding
ZDHHC5	protein_coding
ZDHHC6	protein_coding
ZDHHC7	protein_coding
ZDHHC8P1	pseudogene
ZDHHC8	protein_coding
ZDHHC9	protein_coding
ZEB1-AS1	processed_transcript
ZEB1	protein_coding
ZEB2-AS1	antisense
ZEB2P1	pseudogene
ZEB2	protein_coding
ZER1	protein_coding
ZFAND1	protein_coding
ZFAND2A	protein_coding
ZFAND2B	protein_coding
ZFAND3	protein_coding
ZFAND4	protein_coding
ZFAND5	protein_coding
ZFAND6	protein_coding
ZFAS1	antisense
ZFAT-AS1	antisense
ZFAT	protein_coding
ZFC3H1	protein_coding
ZFHX2	protein_coding
ZFHX3	protein_coding
ZFHX4-AS1	antisense
ZFHX4	protein_coding
ZFP14	protein_coding
ZFP1	protein_coding
ZFP28	protein_coding
ZFP2	protein_coding
ZFP30	protein_coding
ZFP36L1	protein_coding
ZFP36L2	protein_coding
ZFP36	protein_coding
ZFP37	protein_coding
ZFP3	protein_coding
ZFP41	protein_coding
ZFP42	protein_coding
ZFP57	protein_coding
ZFP62	protein_coding
ZFP64	protein_coding
ZFP69B	protein_coding
ZFP69	protein_coding
ZFP82	protein_coding
ZFP90	protein_coding
ZFP91-CNTF	protein_coding
ZFP91	protein_coding
ZFP92	protein_coding
ZFPL1	protein_coding
ZFPM1	protein_coding
ZFPM2	protein_coding
ZFR2	protein_coding
ZFR	protein_coding
ZFX-AS1	antisense
ZFX	protein_coding
ZFY-AS1	antisense
ZFY	protein_coding
ZFYVE16	protein_coding
ZFYVE19	protein_coding
ZFYVE1	protein_coding
ZFYVE20	protein_coding
ZFYVE21	protein_coding
ZFYVE26	protein_coding
ZFYVE27	protein_coding
ZFYVE28	protein_coding
ZFYVE9	protein_coding
ZG16B	protein_coding
ZG16	protein_coding
ZGLP1	protein_coding
ZGPAT	protein_coding
ZHX1-C8ORF76	protein_coding
ZHX1	protein_coding
ZHX2	protein_coding
ZHX3	protein_coding
ZIC1	protein_coding
ZIC2	protein_coding
ZIC3	protein_coding
ZIC4-AS1	antisense
ZIC4	protein_coding
ZIC5	protein_coding
ZIK1	protein_coding
ZIM2	protein_coding
ZIM3	protein_coding
ZKSCAN1	protein_coding
ZKSCAN2	protein_coding
ZKSCAN3	protein_coding
ZKSCAN4	protein_coding
ZKSCAN5	protein_coding
ZKSCAN7	protein_coding
ZKSCAN8	protein_coding
ZMAT1	protein_coding
ZMAT2	protein_coding
ZMAT3	protein_coding
ZMAT4	protein_coding
ZMAT5	protein_coding
ZMIZ1-AS1	antisense
ZMIZ1	protein_coding
ZMIZ2	protein_coding
ZMPSTE24	protein_coding
ZMYM1	protein_coding
ZMYM2	protein_coding
ZMYM3	protein_coding
ZMYM4-AS1	antisense
ZMYM4	protein_coding
ZMYM5	protein_coding
ZMYM6NB	protein_coding
ZMYM6	protein_coding
ZMYND10-AS1	antisense
ZMYND10	protein_coding
ZMYND11	protein_coding
ZMYND12	protein_coding
ZMYND15	protein_coding
ZMYND19	protein_coding
ZMYND8	protein_coding
ZNF100	protein_coding
ZNF101	protein_coding
ZNF106	protein_coding
ZNF107	protein_coding
ZNF10	protein_coding
ZNF112	protein_coding
ZNF114	protein_coding
ZNF117	protein_coding
ZNF121	protein_coding
ZNF124	protein_coding
ZNF12	protein_coding
ZNF131	protein_coding
ZNF132	protein_coding
ZNF133	protein_coding
ZNF134	protein_coding
ZNF135	protein_coding
ZNF136	protein_coding
ZNF137P	pseudogene
ZNF138	protein_coding
ZNF140	protein_coding
ZNF141	protein_coding
ZNF142	protein_coding
ZNF143	protein_coding
ZNF146	protein_coding
ZNF148	protein_coding
ZNF14	protein_coding
ZNF154	protein_coding
ZNF155	protein_coding
ZNF157	protein_coding
ZNF160	protein_coding
ZNF165	protein_coding
ZNF169	protein_coding
ZNF16	protein_coding
ZNF174	protein_coding
ZNF175	protein_coding
ZNF177	protein_coding
ZNF17	protein_coding
ZNF180	protein_coding
ZNF181	protein_coding
ZNF182	protein_coding
ZNF184	protein_coding
ZNF185	protein_coding
ZNF189	protein_coding
ZNF18	protein_coding
ZNF192P1	pseudogene
ZNF195	protein_coding
ZNF197-AS1	antisense
ZNF197	protein_coding
ZNF19	protein_coding
ZNF200	protein_coding
ZNF202	protein_coding
ZNF205-AS1	antisense
ZNF205	protein_coding
ZNF207	protein_coding
ZNF208	protein_coding
ZNF20	protein_coding
ZNF211	protein_coding
ZNF212	protein_coding
ZNF213	protein_coding
ZNF214	protein_coding
ZNF215	protein_coding
ZNF217	protein_coding
ZNF219	protein_coding
ZNF221	protein_coding
ZNF222	protein_coding
ZNF223	protein_coding
ZNF224	protein_coding
ZNF225	protein_coding
ZNF226	protein_coding
ZNF227	protein_coding
ZNF229	protein_coding
ZNF22	protein_coding
ZNF230	protein_coding
ZNF232	protein_coding
ZNF233	protein_coding
ZNF234	protein_coding
ZNF235	protein_coding
ZNF236	protein_coding
ZNF239	protein_coding
ZNF23	protein_coding
ZNF248	protein_coding
ZNF24	protein_coding
ZNF250	protein_coding
ZNF251	protein_coding
ZNF252P-AS1	antisense
ZNF252P	pseudogene
ZNF253	protein_coding
ZNF254	protein_coding
ZNF256	protein_coding
ZNF257	protein_coding
ZNF259P1	pseudogene
ZNF259	protein_coding
ZNF25	protein_coding
ZNF260	protein_coding
ZNF263	protein_coding
ZNF264	protein_coding
ZNF266	protein_coding
ZNF267	protein_coding
ZNF268	protein_coding
ZNF26	protein_coding
ZNF271	pseudogene
ZNF273	protein_coding
ZNF274	protein_coding
ZNF275	protein_coding
ZNF276	protein_coding
ZNF277	protein_coding
ZNF280A	protein_coding
ZNF280B	protein_coding
ZNF280C	protein_coding
ZNF280D	protein_coding
ZNF281	protein_coding
ZNF282	protein_coding
ZNF283	protein_coding
ZNF284	protein_coding
ZNF285	protein_coding
ZNF286A	protein_coding
ZNF286B	protein_coding
ZNF287	protein_coding
ZNF28	protein_coding
ZNF292	protein_coding
ZNF295-AS1	lincRNA
ZNF296	protein_coding
ZNF2	protein_coding
ZNF300P1	pseudogene
ZNF300	protein_coding
ZNF302	protein_coding
ZNF304	protein_coding
ZNF30	protein_coding
ZNF311	protein_coding
ZNF317	protein_coding
ZNF318	protein_coding
ZNF319	protein_coding
ZNF320	protein_coding
ZNF321P	protein_coding
ZNF322	protein_coding
ZNF324B	protein_coding
ZNF324	protein_coding
ZNF326	protein_coding
ZNF329	protein_coding
ZNF32-AS1	antisense
ZNF32-AS2	antisense
ZNF32-AS3	processed_transcript
ZNF32	protein_coding
ZNF330	protein_coding
ZNF331	protein_coding
ZNF333	protein_coding
ZNF334	protein_coding
ZNF335	protein_coding
ZNF337	protein_coding
ZNF33A	protein_coding
ZNF33B	protein_coding
ZNF341	protein_coding
ZNF343	protein_coding
ZNF345	protein_coding
ZNF346-IT1	sense_intronic
ZNF346	protein_coding
ZNF347	protein_coding
ZNF34	protein_coding
ZNF350	protein_coding
ZNF354A	protein_coding
ZNF354B	protein_coding
ZNF354C	protein_coding
ZNF358	protein_coding
ZNF35	protein_coding
ZNF362	protein_coding
ZNF365	protein_coding
ZNF366	protein_coding
ZNF367	protein_coding
ZNF37A	protein_coding
ZNF37BP	pseudogene
ZNF382	protein_coding
ZNF383	protein_coding
ZNF384	protein_coding
ZNF385A	protein_coding
ZNF385B	protein_coding
ZNF385C	protein_coding
ZNF385D-AS1	antisense
ZNF385D-AS2	lincRNA
ZNF385D	protein_coding
ZNF391	protein_coding
ZNF394	protein_coding
ZNF395	protein_coding
ZNF396	protein_coding
ZNF397	protein_coding
ZNF398	protein_coding
ZNF3	protein_coding
ZNF404	protein_coding
ZNF407	protein_coding
ZNF408	protein_coding
ZNF410	protein_coding
ZNF414	protein_coding
ZNF415	protein_coding
ZNF416	protein_coding
ZNF417	protein_coding
ZNF418	protein_coding
ZNF419	protein_coding
ZNF41	protein_coding
ZNF420	protein_coding
ZNF423	protein_coding
ZNF425	protein_coding
ZNF426	protein_coding
ZNF428	protein_coding
ZNF429	protein_coding
ZNF430	protein_coding
ZNF431	protein_coding
ZNF432	protein_coding
ZNF433	protein_coding
ZNF436	protein_coding
ZNF438	protein_coding
ZNF439	protein_coding
ZNF43	protein_coding
ZNF440	protein_coding
ZNF441	protein_coding
ZNF442	protein_coding
ZNF443	protein_coding
ZNF444	protein_coding
ZNF445	protein_coding
ZNF446	protein_coding
ZNF449	protein_coding
ZNF44	protein_coding
ZNF451	protein_coding
ZNF454	protein_coding
ZNF45	protein_coding
ZNF460	protein_coding
ZNF461	protein_coding
ZNF462	protein_coding
ZNF467	protein_coding
ZNF468	protein_coding
ZNF469	protein_coding
ZNF470	protein_coding
ZNF471	protein_coding
ZNF473	protein_coding
ZNF474	protein_coding
ZNF479	protein_coding
ZNF480	protein_coding
ZNF483	protein_coding
ZNF484	protein_coding
ZNF485	protein_coding
ZNF486	protein_coding
ZNF487	protein_coding
ZNF488	protein_coding
ZNF48	protein_coding
ZNF490	protein_coding
ZNF491	protein_coding
ZNF492	protein_coding
ZNF493	protein_coding
ZNF496	protein_coding
ZNF497	protein_coding
ZNF500	protein_coding
ZNF501	protein_coding
ZNF502	protein_coding
ZNF503-AS1	lincRNA
ZNF503-AS2	processed_transcript
ZNF503	protein_coding
ZNF506	protein_coding
ZNF507	protein_coding
ZNF510	protein_coding
ZNF511	protein_coding
ZNF512B	protein_coding
ZNF512	protein_coding
ZNF513	protein_coding
ZNF514	protein_coding
ZNF516	protein_coding
ZNF517	protein_coding
ZNF518A	processed_transcript
ZNF518B	protein_coding
ZNF519	protein_coding
ZNF521	protein_coding
ZNF524	protein_coding
ZNF525	protein_coding
ZNF526	protein_coding
ZNF527	protein_coding
ZNF528	protein_coding
ZNF529	protein_coding
ZNF530	protein_coding
ZNF532	protein_coding
ZNF534	protein_coding
ZNF536	protein_coding
ZNF540	protein_coding
ZNF541	protein_coding
ZNF542	pseudogene
ZNF543	protein_coding
ZNF544	protein_coding
ZNF546	protein_coding
ZNF547	protein_coding
ZNF548	protein_coding
ZNF549	protein_coding
ZNF550	protein_coding
ZNF551	protein_coding
ZNF552	protein_coding
ZNF554	protein_coding
ZNF555	protein_coding
ZNF556	protein_coding
ZNF557	protein_coding
ZNF558	protein_coding
ZNF559	protein_coding
ZNF560	protein_coding
ZNF561	protein_coding
ZNF562	protein_coding
ZNF563	protein_coding
ZNF564	protein_coding
ZNF565	protein_coding
ZNF566	protein_coding
ZNF567	protein_coding
ZNF568	protein_coding
ZNF569	protein_coding
ZNF570	protein_coding
ZNF571-AS1	antisense
ZNF571	protein_coding
ZNF572	protein_coding
ZNF573	protein_coding
ZNF574	protein_coding
ZNF575	protein_coding
ZNF576	protein_coding
ZNF577	protein_coding
ZNF578	protein_coding
ZNF579	protein_coding
ZNF57	protein_coding
ZNF580	protein_coding
ZNF581	protein_coding
ZNF582-AS1	lincRNA
ZNF582	protein_coding
ZNF583	protein_coding
ZNF584	protein_coding
ZNF585A	protein_coding
ZNF585B	protein_coding
ZNF586	protein_coding
ZNF587B	protein_coding
ZNF587	protein_coding
ZNF589	protein_coding
ZNF592	protein_coding
ZNF593	protein_coding
ZNF594	protein_coding
ZNF595	protein_coding
ZNF596	protein_coding
ZNF597	protein_coding
ZNF598	protein_coding
ZNF599	protein_coding
ZNF600	protein_coding
ZNF605	protein_coding
ZNF606	protein_coding
ZNF607	protein_coding
ZNF608	protein_coding
ZNF609	protein_coding
ZNF610	protein_coding
ZNF611	protein_coding
ZNF613	protein_coding
ZNF614	protein_coding
ZNF615	protein_coding
ZNF616	protein_coding
ZNF618	protein_coding
ZNF619	protein_coding
ZNF620	protein_coding
ZNF621	protein_coding
ZNF622	protein_coding
ZNF623	protein_coding
ZNF624	protein_coding
ZNF625	protein_coding
ZNF625-ZNF20	protein_coding
ZNF626	protein_coding
ZNF627	protein_coding
ZNF628	protein_coding
ZNF629	protein_coding
ZNF630-AS1	antisense
ZNF630	protein_coding
ZNF638	protein_coding
ZNF639	protein_coding
ZNF641	protein_coding
ZNF644	protein_coding
ZNF645	protein_coding
ZNF646	protein_coding
ZNF648	protein_coding
ZNF649	protein_coding
ZNF652	protein_coding
ZNF653	protein_coding
ZNF654	protein_coding
ZNF655	protein_coding
ZNF658	protein_coding
ZNF660	protein_coding
ZNF662	protein_coding
ZNF663P	pseudogene
ZNF664	protein_coding
ZNF665	protein_coding
ZNF667-AS1	lincRNA
ZNF667	protein_coding
ZNF668	protein_coding
ZNF669	protein_coding
ZNF66	protein_coding
ZNF670	protein_coding
ZNF671	protein_coding
ZNF672	protein_coding
ZNF674-AS1	lincRNA
ZNF674	protein_coding
ZNF675	protein_coding
ZNF676	protein_coding
ZNF677	protein_coding
ZNF678	protein_coding
ZNF679	protein_coding
ZNF680	protein_coding
ZNF681	protein_coding
ZNF682	protein_coding
ZNF683	protein_coding
ZNF684	protein_coding
ZNF687	protein_coding
ZNF688	protein_coding
ZNF689	protein_coding
ZNF691	protein_coding
ZNF692	protein_coding
ZNF695	protein_coding
ZNF696	protein_coding
ZNF697	protein_coding
ZNF699	protein_coding
ZNF69	protein_coding
ZNF700	protein_coding
ZNF701	protein_coding
ZNF702P	pseudogene
ZNF703	protein_coding
ZNF704	protein_coding
ZNF705A	protein_coding
ZNF705B	protein_coding
ZNF705D	protein_coding
ZNF705E	pseudogene
ZNF705G	protein_coding
ZNF706	protein_coding
ZNF707	protein_coding
ZNF708	protein_coding
ZNF709	protein_coding
ZNF70	protein_coding
